ผลคะแนนการเลือกตั้งสมาชิกสภาผู้แทนราษฎร แบบแบ่งเขตเลือกตั้ง เมื่อวันที่ 24 มีนาคม 2562,,,,,
จำแนกตามเขตเลือกตั้ง,,,,,
,,,,,
จังหวัด,เขต,หมายเลข,ชื่อผู้สมัคร,พรรค,ผลคะแนน
,,28,นายสมใจ  พวงเพชร์,ไทรักธรรม,32
,,18,นางสุนทร  บรรหาร,มหาชน,31
,8,3,นายรุ่งโรจน์  ทองศรี,ภูมิใจไทย,"40,597"
,,17,นายนรวัฒน์  โรจน์รวีชัย,อนาคตใหม่,"19,408"
,,12,นายประชารัฐ  กองพร,พลังประชารัฐ,"13,218"
,,4,นายวิชัย  พะนะลาภ,เพื่อชาติ,"3,858"
,,1,นายเสนาะ  แก้วมุกดา,เสรีรวมไทย,"3,461"
บุรีรัมย์,8,6,นายสันติ  โรจน์สุกิจ,ประชาธิปัตย์,"2,899"
,,23,นางปิณฑิรา  พลายลำทวน,มหาชน,975
,,20,นายปกรณ์  ทรงประโคน,ชาติไทยพัฒนา,641
,,2,นางสาวอรวรรณ  เครือบคนโท,รักษ์ผืนป่าประเทศไทย,533
,,21,ดาบตำรวจ เถลิงชัย  ใสสดศรี,ครูไทยเพื่อประชาชน,477
,,32,นายติงลี่  อ่อนศิลา,พลังศรัทธา,457
,,27,นายมหิทธิกร  พระแก้ว,พลังไทยรักไทย,450
,,19,นายลุน  เมืองจันทร์,เศรษฐกิจใหม่,436
,,13,ว่าที่ ร้อยตำรวจตรี อิสรภาพ  เหล่านำชัย,ประชาภิวัฒน์,351
,,5,นายธนาชศิวัฒน์  ติณช์ราฐธิบดี,รวมพลังประชาชาติไทย,301
,,22,นายธนวรรธน์  จันทร์โนนม่วง,ประชาธรรมไทย,289
,,30,นายเกรียงศักดิ์  ใหญ่กระโทก,ผึ้งหลวง,286
,,11,นายคมกริช  สุริด,ชาติพัฒนา,285
,,34,นายสมัย  ตะเภาเงิน,ไทรักธรรม,269
,,16,นายบุญเส็ง  วิรุณพันธุ์,เพื่อแผ่นดิน,252
,,18,นายบุญหอม  สุขงาม,ประชาไทย,192
,,24,นายวันชัย  เรียบสันเทียะ,พลังสังคม,167
,,10,นายสมเกียรติ  แก้วสิมมา,ประชาธิปไตยใหม่,155
,,33,นายจันทร์  บุญทรัพย์,พลังประชาธิปไตย,140
,,8,นายจำลอง  วิชัยรัมย์,ประชาชนปฏิรูป,137
,,26,นายพลวรรธน์  คำพันธ์,พลังชาติไทย,129
,,14,นายณรงค์ฤทธิ์  ชนะค้า,กรีน,112
,,25,นางกฤติรดา  ประทุมแสง,แผ่นดินธรรม,110
,,28,นายวิเชียร  กรรเชียง,พลังปวงชนไทย,85
,,15,นายอิทธิพล  เขียนนิลศิริ,พลังท้องถิ่นไท,76
,,29,นางสาวระเวียง  ครุฑพยนต์,พลังไทสร้างชาติ,64
,,31,นางกรกนก  สุหา,ภาคีเครือข่ายไทย,41
ปทุมธานี,1,4,นายสุรพงษ์  อึ้งอัมพรวิไล,เพื่อไทย,"43,437"
,,1,นางพัชรนันท์  นิธิยศจิระโชติ,อนาคตใหม่,"21,659"
,,9,นายสมัย  รามัญอุดม,พลังประชารัฐ,"18,720"
,,8,นายเอกชัย  นาคบุรินทร์,ประชาธิปัตย์,"9,589"
,,5,นายชัยวัฒน์  อินทร์เลิศ,ภูมิใจไทย,"9,411"
,,2,นายละเอียด  โอผล,เสรีรวมไทย,"2,697"
,,3,นางสาวอัจจิมา  ชูช่วย,ประชาภิวัฒน์,654
,,13,นายนัฐพล  กาวินคำ,ประชาชาติ,387
,,7,นายธรรมสนณ์  เหมือนสร้อย,ชาติพัฒนา,319
,,11,นางสาวณัชนภาพัชร์  ฐากูรรัตน์มงคล,รักษ์ผืนป่าประเทศไทย,304
,,14,นายไพบูลย์  ศีตะโกเศศ,ชาติไทยพัฒนา,284
,,19,นายศิริพงษ์  ชูวงค์,รวมพลังประชาชาติไทย,277
,,10,นายธนนน  ดวงทิตย์,เพื่อชาติ,186
,,6,นางสาวศิรดา  ทัพวงศ์,พลังท้องถิ่นไท,165
,,15,นางสาวพิมพ์ชนก  กระโจมทอง,ประชาชนปฏิรูป,112
,,22,นายสุทธิพงษ์  สุนทร,ไทรักธรรม,110
,,16,นางสาวพิชาภพ  เสียงทอง,พลเมืองไทย,84
,,12,นางสาวปิยนุช  พุดกล่ำ,ประชานิยม,51
,,21,นายจรัสพงศ์  ธนภัทรพงศ์,มติประชา,48
,,18,นางสาวดาวสงวนศรี  ผานคำ,พลังปวงชนไทย,37
ปทุมธานี,1,20,นายอดุลย์  พันธ์กลาง,ประชาธรรมไทย,26
,2,7,นายศุภชัย  นพขำ,เพื่อไทย,"45,443"
,,2,นายภัทรพล  จันทรโคตร,อนาคตใหม่,"22,752"
,,3,นางประเสริฐศรี  ฮ้อแสงชัย,พลังประชารัฐ,"19,864"
,,4,นายพิเชษฐ  หาญจางสิทธิ์,ภูมิใจไทย,"9,220"
,,1,นายกฤชกุศล  ส่องแสง,ประชาธิปัตย์,"8,560"
,,8,นายศักดิ์สง่า  ชนะภัย,เสรีรวมไทย,"3,164"
,,6,นายซีฮาบุดดีน  หอมจันทร์,ชาติพัฒนา,559
,,11,นายบาดินธ์  มิงสะเมาะ,ประชาชาติ,373
,,5,นายเฉลิมเกียรติ  พ่วงฉิม,รวมพลังประชาชาติไทย,347
,,15,นางสาวสุพรรษา  ชัยสดมภ์,รักษ์ผืนป่าประเทศไทย,300
,,10,นางสาวทองพิศ  สุพร,เพื่อชาติ,276
,,14,นายเจนณรงค์  ภูวนารถวัฒนา,ชาติไทยพัฒนา,169
,,9,นายกำพล  ดอนไพรเพ็ชร์,ประชาภิวัฒน์,131
,,22,นางวิมล  เจียนโพธิ์,ประชาธิปไตยใหม่,90
,,17,นางสาวสิริมา  สาระกุล,แผ่นดินธรรม,88
,,24,นายอุดม  จินดา,มหาชน,77
,,25,นางสาวทัศนียา  สมพันธ์,พลังไทสร้างชาติ,77
,,12,นายศิรสิทดิ์  บุญเกิด,ประชาชนปฏิรูป,76
,,18,นายกฤติเดช  มงคลจิ๋วกร่าง,พลังท้องถิ่นไท,71
,,23,นายสมยศ  อินมหา,พลังปวงชนไทย,71
,,21,นายจำเริญ  ปิ่นภู่,ประชาธรรมไทย,70
